from_port,to_port,from_lat,from_lon,to_lat,to_lon,count,route_key
PLYMOUTH,SIERRA LEONE,50.35,-4.16,8.684999999999999,-13.415,32,"('PLYMOUTH', 'SIERRA LEONE')"
CURACAO,LA GUAYRA,12.21,-68.34,10.78,-67.14,32,"('CURACAO', 'LA GUAYRA')"
ANTIGUA,PORTSMOUTH,17.12,-61.85,50.2,-1.58,32,"('ANTIGUA', 'PORTSMOUTH')"
NEW YORK,SPITHEAD,40.75,-73.97,50.525000000000006,-1.115,31,"('NEW YORK', 'SPITHEAD')"
BATAVIA,PUNTO GALE,-6.1,106.86,6.02,80.22,31,"('BATAVIA', 'PUNTO GALE')"
NEW YORK,ANTWERPEN,40.75,-73.97,51.22,4.4,31,"('ANTWERPEN', 'NEW YORK')"
PORTO KABELLO,RIVIER KOMMEWIJNE,10.73,-68.33,6.15,-55.06,31,"('PORTO KABELLO', 'RIVIER KOMMEWIJNE')"
ST THOMAS,FALMOUTH,17.96,-65.14500000000001,50.15,-5.07,31,"('FALMOUTH', 'ST THOMAS')"
SURINAME,FORT ROYAL,6.095000000000001,-54.485,14.59,-61.07,31,"('FORT ROYAL', 'SURINAME')"
ANTIGUA,UK,17.12,-61.85,51.5,-0.1,31,"('ANTIGUA', 'UK')"
MALACCA,MADRAS,2.17,102.24,13.08,80.27,31,"('MADRAS', 'MALACCA')"
JAMAICA,MARTINIQUE,18.1,-77.3,15.65,-61.745000000000005,31,"('JAMAICA', 'MARTINIQUE')"
HELLEVOETSLUIS,ALGIERS,51.81,4.08,36.75,3.04,31,"('ALGIERS', 'HELLEVOETSLUIS')"
ANTIGUA,GIBRALTAR,17.12,-61.85,36.19,-5.21,31,"('ANTIGUA', 'GIBRALTAR')"
BARBADOS,NEDERLAND,13.095,-58.93,52.0,5.0,31,"('BARBADOS', 'NEDERLAND')"
RIO DE JANEIRO,ST EUSTATIUS,-22.9,-43.16,17.5,-62.97,31,"('RIO DE JANEIRO', 'ST EUSTATIUS')"
MAURITIUS,TABLE BAY,-20.17,57.5,-33.9,18.4,31,"('MAURITIUS', 'TABLE BAY')"
SIERRA LEONE,ST GEORGE D'ELMINA,8.684999999999999,-13.415,5.08,-1.34,31,"('SIERRA LEONE', ""ST GEORGE D'ELMINA"")"
MADEIRA,SENEGAL RIVER,32.95,-15.88,14.7,-17.45,31,"('MADEIRA', 'SENEGAL RIVER')"
PUNTE GALE,BATAVIA,6.02,80.22,-6.1,106.86,31,"('BATAVIA', 'PUNTE GALE')"
"PORT LOUIS, MAURITIUS",MADRAS,-20.15,57.47,13.08,80.27,31,"('MADRAS', 'PORT LOUIS, MAURITIUS')"
PORT PHILIP,BATAVIA,-37.9,144.9,-6.1,106.86,31,"('BATAVIA', 'PORT PHILIP')"
BALTIMORE,BREST,-8.56,125.57,48.34,-5.385,30,"('BALTIMORE', 'BREST')"
NEAR MADEIRA,ANTIGUA,32.65,-16.9,17.12,-61.85,30,"('ANTIGUA', 'NEAR MADEIRA')"
LISBON,UK,38.68,-9.1,51.5,-0.1,30,"('LISBON', 'UK')"
YARMOUTH,ANTIGUA,52.61,1.73,17.12,-61.85,30,"('ANTIGUA', 'YARMOUTH')"
ISLE D'AIX,FORT ROYAL,46.58,-4.67,14.59,-61.07,30,"('FORT ROYAL', ""ISLE D'AIX"")"
ST JOHNS ROAD (ANTIGUA),UK,17.12,-61.85,51.5,-0.1,30,"('ST JOHNS ROAD (ANTIGUA)', 'UK')"
PLYMOUTH,SENEGAL,50.35,-4.16,14.7,-17.45,30,"('PLYMOUTH', 'SENEGAL')"
BATAVIA,MADRAS,-6.1,106.86,13.08,80.27,30,"('BATAVIA', 'MADRAS')"
PUNTO GALLE,BATAVIA,6.03,80.22,-6.1,106.86,29,"('BATAVIA', 'PUNTO GALLE')"
PUNTO GALE,MAZULIPATNAM,6.02,80.22,16.16,81.18,29,"('MAZULIPATNAM', 'PUNTO GALE')"
NEDERLAND,PLYMOUTH,52.0,5.0,50.35,-4.16,29,"('NEDERLAND', 'PLYMOUTH')"
NEDERLAND,CURAÇAO,52.0,5.0,12.34,-68.5,29,"('CURAÇAO', 'NEDERLAND')"
CORK (WESTERN APPROACHES),PLYMOUTH,51.9,-8.47,50.35,-4.16,29,"('CORK (WESTERN APPROACHES)', 'PLYMOUTH')"
"PRINCE RUPERT BAY, DOMINICA",DOWNS,15.42,-61.35,51.2,1.4,29,"('DOWNS', 'PRINCE RUPERT BAY, DOMINICA')"
LOUISBOURG,BREST,46.22,-59.29,48.34,-5.385,29,"('BREST', 'LOUISBOURG')"
SOERABAJA,AMBON,-7.23,112.7,-3.68,128.16,29,"('AMBON', 'SOERABAJA')"
JAVA HEAD,MADRAS,-6.75,105.2,13.08,80.27,29,"('JAVA HEAD', 'MADRAS')"
GIBRALTAR,PORT AU PRINCE,36.19,-5.21,18.54,-72.37,29,"('GIBRALTAR', 'PORT AU PRINCE')"
PORT ROYAL (JAMAICA),SPITHEAD,18.1,-77.3,50.525000000000006,-1.115,29,"('PORT ROYAL (JAMAICA)', 'SPITHEAD')"
BASSE TERRE,DOWNS,16.23,-61.53,51.2,1.4,29,"('BASSE TERRE', 'DOWNS')"
PORTSMOUTH,BREST,50.2,-1.58,48.34,-5.385,28,"('BREST', 'PORTSMOUTH')"
CANTON,TILLICHERRY,19.98,113.85,11.73,75.48,28,"('CANTON', 'TILLICHERRY')"
PORT ROYAL JAMAICA,SPITHEAD,18.1,-77.3,50.525000000000006,-1.115,28,"('PORT ROYAL JAMAICA', 'SPITHEAD')"
ROTTERDAM,MADEIRA,51.0,1.11,32.95,-15.88,28,"('MADEIRA', 'ROTTERDAM')"
MADRAS - BALASORE,MADRAS,13.08,80.27,13.08,80.27,28,"('MADRAS', 'MADRAS - BALASORE')"
PLYMOUTH,CORK,50.35,-4.16,51.35,-8.815,28,"('CORK', 'PLYMOUTH')"
HAVANNA,VLISSINGEN,23.27,-82.49,51.45,3.58,27,"('HAVANNA', 'VLISSINGEN')"
GAMRON,COCHIN,26.8,56.6,9.96,76.25,27,"('COCHIN', 'GAMRON')"
MADEIRA,ST JOHN'S ANTIGUA,32.95,-15.88,17.12,-61.85,27,"('MADEIRA', ""ST JOHN'S ANTIGUA"")"
BASSE TERRE,UK,16.23,-61.53,51.5,-0.1,27,"('BASSE TERRE', 'UK')"
RIO DE JANEIRO,"PORT EGMONT, FALKLAND ISLANDS",-22.9,-43.16,-51.8,-59.0,27,"('PORT EGMONT, FALKLAND ISLANDS', 'RIO DE JANEIRO')"
MAKASSAR,BATAVIA,-5.65,118.2,-6.1,106.86,26,"('BATAVIA', 'MAKASSAR')"
FENSHALL ROAD MADEIRA,ANTIGUA,32.65,-16.9,17.12,-61.85,26,"('ANTIGUA', 'FENSHALL ROAD MADEIRA')"
PLYMOUTH,SANTA CRUZ,50.35,-4.16,28.45,-16.25,26,"('PLYMOUTH', 'SANTA CRUZ')"
CEYLON,BATAVIA,6.85,82.1,-6.1,106.86,26,"('BATAVIA', 'CEYLON')"
ST PIERRE,ROCHEFORT,14.73,-61.18,46.515,-1.97,26,"('ROCHEFORT', 'ST PIERRE')"
GULF OF ADEN,BOMBAY,12.79,45.03,18.93,72.85,26,"('BOMBAY', 'GULF OF ADEN')"
HELLEVOETSLUIS,BRIDGETOWN,51.81,4.08,13.82,-58.79,26,"('BRIDGETOWN', 'HELLEVOETSLUIS')"
HALIFAX (CHABUKTA HARBOUR),LISBON,51.5,-0.1,38.68,-9.1,26,"('HALIFAX (CHABUKTA HARBOUR)', 'LISBON')"
HAMPTON,MARGRET ROAD (UK),37.0,-76.2,51.5,-0.1,26,"('HAMPTON', 'MARGRET ROAD (UK)')"
PORT LOUIS,TAFELBAAI,-20.17,57.5,-34.225,18.175,26,"('PORT LOUIS', 'TAFELBAAI')"
TAGUS,SPITHEAD,38.68,-9.1,50.525000000000006,-1.115,26,"('SPITHEAD', 'TAGUS')"
SPITHEAD,CADIZ,50.525000000000006,-1.115,36.53,-6.3,26,"('CADIZ', 'SPITHEAD')"
FUNCHAL,ST JAGO,32.63,-16.88,14.92,-23.52,25,"('FUNCHAL', 'ST JAGO')"
FORT ST DAVID ROAD (MADRAS),ANJANGO ROAD,11.77,79.78,8.66,76.78,25,"('ANJANGO ROAD', 'FORT ST DAVID ROAD (MADRAS)')"
LOUISBOURG,ANTIGUA,46.22,-59.29,17.12,-61.85,25,"('ANTIGUA', 'LOUISBOURG')"
UK,GIBRALTAR,51.5,-0.1,36.19,-5.21,25,"('GIBRALTAR', 'UK')"
PENANG,CALCUTTA,5.42,100.32,20.47,87.27,25,"('CALCUTTA', 'PENANG')"
ST HELENA,ASCENSION,-16.02,-5.08,-7.95,-14.37,25,"('ASCENSION', 'ST HELENA')"
FERROL,FERROL?,43.6,-8.65,43.48,-8.24,25,"('FERROL', 'FERROL?')"
CAP DE DIEMEN,TONGATABOU,-43.9,144.36,-21.085,-175.06,25,"('CAP DE DIEMEN', 'TONGATABOU')"
JAMAICA PORT ROYAL,SPITHEAD,18.1,-77.3,50.525000000000006,-1.115,25,"('JAMAICA PORT ROYAL', 'SPITHEAD')"
MACAO,MALACCA,22.17,113.54,2.17,102.24,24,"('MACAO', 'MALACCA')"
SANTA CRUZ,SPITHEAD,28.45,-16.25,50.525000000000006,-1.115,24,"('SANTA CRUZ', 'SPITHEAD')"
ST MARTIN,LA GUAYRA,17.725,-59.355,10.78,-67.14,24,"('LA GUAYRA', 'ST MARTIN')"
HAVANNA,CURACAO,23.27,-82.49,12.21,-68.34,24,"('CURACAO', 'HAVANNA')"
TRINCOMALEE,MAURITIUS,8.57,81.22,-20.17,57.5,24,"('MAURITIUS', 'TRINCOMALEE')"
COLOMBO (SRI LANKA),PRINCES ISLAND (JAVA),6.93,79.85,-7.5,110.0,24,"('COLOMBO (SRI LANKA)', 'PRINCES ISLAND (JAVA)')"
PARAMARIBO,CAYENNE,5.83,-55.15,4.845000000000001,-52.175,24,"('CAYENNE', 'PARAMARIBO')"
PAPENBERG,BATAVIA,31.67,128.6,-6.1,106.86,24,"('BATAVIA', 'PAPENBERG')"
MADEIRA,RIVER GAMBIA,32.95,-15.88,13.55,-16.7,24,"('MADEIRA', 'RIVER GAMBIA')"
ST HELENA,ROTTERDAM,-16.02,-5.08,51.0,1.11,24,"('ROTTERDAM', 'ST HELENA')"
NEDERLAND,MARSEILLE,52.0,5.0,43.3,5.37,24,"('MARSEILLE', 'NEDERLAND')"
"ENGLISH BAY, ANTIGUA",ANTIGUA,17.12,-61.85,17.12,-61.85,24,"('ANTIGUA', 'ENGLISH BAY, ANTIGUA')"
FAYAL,ANTIGUA,38.63,-29.85,17.12,-61.85,24,"('ANTIGUA', 'FAYAL')"
FUNCHAL,ST EUSTATIUS,32.63,-16.88,17.5,-62.97,24,"('FUNCHAL', 'ST EUSTATIUS')"
FAYAL,SPITHEAD,38.63,-29.85,50.525000000000006,-1.115,24,"('FAYAL', 'SPITHEAD')"
SPITSBERGEN,HELLEVOETSLUIS,60.39,5.32,51.81,4.08,24,"('HELLEVOETSLUIS', 'SPITSBERGEN')"
NEW YORK,BREST,40.75,-73.97,48.34,-5.385,24,"('BREST', 'NEW YORK')"
PUERTO RICO,VERACRUZ (MÉXICO),18.48,-66.13,19.2,-96.1,24,"('PUERTO RICO', 'VERACRUZ (MÉXICO)')"
BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP,-26.0,32.75,-34.12,18.23,23,"('BAIJ VAN DILAGOA', 'KAAP DE GOEDE HOOP')"
CARTAGENA?,CURACAO,10.4,-75.5,12.21,-68.34,23,"('CARTAGENA?', 'CURACAO')"
ST EUSTATIUS,SPITHEAD,17.5,-62.97,50.525000000000006,-1.115,23,"('SPITHEAD', 'ST EUSTATIUS')"
ST EUSTACIUS,CURACAO,17.5,-62.97,12.21,-68.34,23,"('CURACAO', 'ST EUSTACIUS')"
GIBRALTAR,UK,36.19,-5.21,51.5,-0.1,23,"('GIBRALTAR', 'UK')"
CAPE ST VINCENT,BARBADOS,13.15,-61.2,13.095,-58.93,23,"('BARBADOS', 'CAPE ST VINCENT')"
GIBRALTAR,DOWNS,36.19,-5.21,51.2,1.4,23,"('DOWNS', 'GIBRALTAR')"
ST PIERRE,MARTINIQUE,14.73,-61.18,15.65,-61.745000000000005,23,"('MARTINIQUE', 'ST PIERRE')"
MADEIRA,NEVIS,32.95,-15.88,17.15,-62.58,23,"('MADEIRA', 'NEVIS')"
PLYMOUTH,FERROL HARBOUR - CRUISING THE WESTERN APPROACHES,50.35,-4.16,43.48,-8.24,22,"('FERROL HARBOUR - CRUISING THE WESTERN APPROACHES', 'PLYMOUTH')"
BORDEAUX,ROTTERDAM,44.84,-0.58,51.0,1.11,22,"('BORDEAUX', 'ROTTERDAM')"
NEW YORK,BARBADOS,40.75,-73.97,13.095,-58.93,22,"('BARBADOS', 'NEW YORK')"
FUNCHAL,SPITHEAD,32.63,-16.88,50.525000000000006,-1.115,22,"('FUNCHAL', 'SPITHEAD')"
ST JOHN'S ANTIGUA,SPITHEAD,17.12,-61.85,50.525000000000006,-1.115,22,"('SPITHEAD', ""ST JOHN'S ANTIGUA"")"
ST JAGO,FUNCHAL,14.92,-23.52,32.63,-16.88,22,"('FUNCHAL', 'ST JAGO')"
COCHIN,GULF OF ADEN,9.96,76.25,12.79,45.03,22,"('COCHIN', 'GULF OF ADEN')"
CALLAO,VALPARAISO,-12.08,-77.93,-33.08,-71.67,22,"('CALLAO', 'VALPARAISO')"
BREST,CADIZ,48.34,-5.385,36.53,-6.3,22,"('BREST', 'CADIZ')"
SPITHEAD,SANTA CRUZ,50.525000000000006,-1.115,28.45,-16.25,22,"('SANTA CRUZ', 'SPITHEAD')"
NEW YORK,ANTIGUA,40.75,-73.97,17.12,-61.85,22,"('ANTIGUA', 'NEW YORK')"
MONTERREY,SAN BLAS,36.7,-121.91,21.9,-106.96,22,"('MONTERREY', 'SAN BLAS')"
MALAKKA,COLOMBO,2.17,102.24,6.91,79.86,22,"('COLOMBO', 'MALAKKA')"
SPITHEAD,LISBON,50.525000000000006,-1.115,38.68,-9.1,22,"('LISBON', 'SPITHEAD')"
BATAVIA,PAPENBERG,-6.1,106.86,31.67,128.6,22,"('BATAVIA', 'PAPENBERG')"
BATAVIA,SAMARANG,-6.1,106.86,-6.65,110.32,22,"('BATAVIA', 'SAMARANG')"
SURAT,ADEN,21.17,72.83,12.79,45.03,21,"('ADEN', 'SURAT')"
NEDERLAND,ST CRUZ,52.0,5.0,28.55,-16.165,21,"('NEDERLAND', 'ST CRUZ')"
PORTO PRAIJO,ALLERHEILIGEN BAAIJ,14.92,-23.52,-13.01,-38.53,21,"('ALLERHEILIGEN BAAIJ', 'PORTO PRAIJO')"
TALCAGUANA,ILE DE PAQUE,-36.76,-73.17,-27.175,-109.06,21,"('ILE DE PAQUE', 'TALCAGUANA')"
ANTIGUA,FALMOUTH,17.12,-61.85,50.15,-5.07,21,"('ANTIGUA', 'FALMOUTH')"
LA HABANA,VERACRUZ,23.48,-80.91,19.2,-96.1,21,"('LA HABANA', 'VERACRUZ')"
DIEGO GARCIA,COLOMBO,-7.23,72.4,6.91,79.86,21,"('COLOMBO', 'DIEGO GARCIA')"
CURAÇAO,LA GUAIJRA,12.34,-68.5,10.87,-67.03,21,"('CURAÇAO', 'LA GUAIJRA')"
MUSCAT,BOMBAY,23.61,58.59,18.93,72.85,21,"('BOMBAY', 'MUSCAT')"
TILLICHERRY,MOCHA,11.73,75.48,13.32,43.25,20,"('MOCHA', 'TILLICHERRY')"
JOHANNA,BOMBAY,-12.13,44.4,18.93,72.85,20,"('BOMBAY', 'JOHANNA')"
NAGEPATNAM,BELLESOOR,10.75,79.84,21.55,87.4,20,"('BELLESOOR', 'NAGEPATNAM')"
SURAT,MUSCAT,21.17,72.83,23.61,58.59,20,"('MUSCAT', 'SURAT')"
NEDERLAND,LERWICK,52.0,5.0,60.15,-1.12,20,"('LERWICK', 'NEDERLAND')"
CÁDIZ,LISBOA-FERROL,36.525000000000006,-6.41,43.48,-8.24,20,"('CÁDIZ', 'LISBOA-FERROL')"
NOKA,MONTERREY,49.67,-127.21,36.7,-121.91,20,"('MONTERREY', 'NOKA')"
TERNATTEN,BANDA,0.76,127.38,-4.585,129.81,20,"('BANDA', 'TERNATTEN')"
BATAVIA,DIEGO GARCIA,-6.1,106.86,-7.23,72.4,20,"('BATAVIA', 'DIEGO GARCIA')"
NEDERLAND,TANGER,52.0,5.0,35.83,-6.15,20,"('NEDERLAND', 'TANGER')"
MARTINIQUE,ST PIERRE,15.65,-61.745000000000005,14.73,-61.18,20,"('MARTINIQUE', 'ST PIERRE')"
JAMAICA,CURACAO,18.1,-77.3,12.21,-68.34,20,"('CURACAO', 'JAMAICA')"
MADEIRA,ST EUSTATIUS,32.95,-15.88,17.5,-62.97,19,"('MADEIRA', 'ST EUSTATIUS')"
SPITHEAD,ST JOHNS (ANTIGUA),50.525000000000006,-1.115,17.12,-61.85,19,"('SPITHEAD', 'ST JOHNS (ANTIGUA)')"
SURINAME,ST EUSTATIUS,6.095000000000001,-54.485,17.5,-62.97,19,"('ST EUSTATIUS', 'SURINAME')"
SURAT,MOCHA (MOKHA),21.17,72.83,13.32,43.25,19,"('MOCHA (MOKHA)', 'SURAT')"
KEMA,MAKASSAR,1.26,125.36,-5.65,118.2,19,"('KEMA', 'MAKASSAR')"
SPITHEAD,FUNCHAL ROAD (MADEIRA),50.525000000000006,-1.115,32.65,-16.9,19,"('FUNCHAL ROAD (MADEIRA)', 'SPITHEAD')"
TEXEL,PORTO PRAIJO,52.615,4.175000000000001,14.92,-23.52,19,"('PORTO PRAIJO', 'TEXEL')"
CALCUTTA,MADRAS,20.47,87.27,13.08,80.27,19,"('CALCUTTA', 'MADRAS')"
MACAO,MIRABELLE,22.17,113.54,14.38,120.55,19,"('MACAO', 'MIRABELLE')"
CURACAO,MARTINIQUE,12.21,-68.34,15.65,-61.745000000000005,18,"('CURACAO', 'MARTINIQUE')"
MADEIRA,TEXEL,32.95,-15.88,52.615,4.175000000000001,18,"('MADEIRA', 'TEXEL')"
CORK,MADEIRA,51.35,-8.815,32.95,-15.88,18,"('CORK', 'MADEIRA')"
AMSTERDAM,LIVERPOOL,52.77,3.97,53.2,-4.63,18,"('AMSTERDAM', 'LIVERPOOL')"
GIBRALTAR,PORT ROYAL JAMAICA,36.19,-5.21,18.1,-77.3,18,"('GIBRALTAR', 'PORT ROYAL JAMAICA')"
MALDONADO,RIO DE JANEIRO,-34.92,-54.96,-22.9,-43.16,18,"('MALDONADO', 'RIO DE JANEIRO')"
CARTAGENA,CADIZ,10.4,-75.5,36.53,-6.3,18,"('CADIZ', 'CARTAGENA')"
SPITHEAD,FENSHALL ROAD (ANTIGUA),50.525000000000006,-1.115,17.12,-61.85,18,"('FENSHALL ROAD (ANTIGUA)', 'SPITHEAD')"
VALPARAISO,ARIKA,-33.08,-71.67,-18.48,-70.33,18,"('ARIKA', 'VALPARAISO')"
NEW YORK,UK,40.75,-73.97,51.5,-0.1,18,"('NEW YORK', 'UK')"
FALMOUTH,LISBON,50.15,-5.07,38.68,-9.1,18,"('FALMOUTH', 'LISBON')"
ROCHEFORT,FERROL,46.515,-1.97,43.6,-8.65,18,"('FERROL', 'ROCHEFORT')"
TOULON,MALAGA,43.12,5.93,36.72,-4.42,17,"('MALAGA', 'TOULON')"
CÁDIZ,CARTAGENA (ESPAÑA),36.525000000000006,-6.41,10.4,-75.5,17,"('CARTAGENA (ESPAÑA)', 'CÁDIZ')"
BATAVIA,SOERABAIJA,-6.1,106.86,-7.23,112.7,17,"('BATAVIA', 'SOERABAIJA')"
FUNCHAL,FALMOUTH,32.63,-16.88,50.15,-5.07,17,"('FALMOUTH', 'FUNCHAL')"
CADIZ,COCKHAM WOOD UK,36.53,-6.3,51.5,-0.1,17,"('CADIZ', 'COCKHAM WOOD UK')"
ANTIGUA,PLYMOUTH,17.12,-61.85,50.35,-4.16,17,"('ANTIGUA', 'PLYMOUTH')"
MANILA,BATAVIA,14.15,120.5,-6.1,106.86,17,"('BATAVIA', 'MANILA')"
CURACAO,HAVANNA,12.21,-68.34,23.27,-82.49,17,"('CURACAO', 'HAVANNA')"
CUL DE SAC,CAP FRANCAISE,14.42,-59.17,19.74,-72.19,17,"('CAP FRANCAISE', 'CUL DE SAC')"
CADIZ,LISBON,36.53,-6.3,38.68,-9.1,17,"('CADIZ', 'LISBON')"
MOCHA (ARABIAN PENINSULA),BOMBAY,13.32,43.25,18.93,72.85,16,"('BOMBAY', 'MOCHA (ARABIAN PENINSULA)')"
HELLEVOETSLUIS,MALAGA,51.81,4.08,36.72,-4.42,16,"('HELLEVOETSLUIS', 'MALAGA')"
MALAGA,CARTAGENA,36.72,-4.42,10.4,-75.5,16,"('CARTAGENA', 'MALAGA')"
PLYMOUTH,ST JAGO,50.35,-4.16,14.92,-23.52,16,"('PLYMOUTH', 'ST JAGO')"
CURACAO,VERA CRUZ,12.21,-68.34,19.32,-96.22,16,"('CURACAO', 'VERA CRUZ')"
CURAÇAO,NEW YORK,12.34,-68.5,40.75,-73.97,16,"('CURAÇAO', 'NEW YORK')"
CADIZ,UK,36.53,-6.3,51.5,-0.1,16,"('CADIZ', 'UK')"
HAVANNA,UK,23.27,-82.49,51.5,-0.1,16,"('HAVANNA', 'UK')"
SAMARANG,MACAO,-6.65,110.32,22.17,113.54,16,"('MACAO', 'SAMARANG')"
MADRAS,CALCUTTA,13.08,80.27,20.47,87.27,16,"('CALCUTTA', 'MADRAS')"
FORT ST DAVID,ST HELENA,11.77,79.78,-16.02,-5.08,16,"('FORT ST DAVID', 'ST HELENA')"
LISSABON,FUNCHAL,39.0,-9.65,32.63,-16.88,16,"('FUNCHAL', 'LISSABON')"
TERNATE,MENADO,0.79,127.38,1.55,124.0,16,"('MENADO', 'TERNATE')"
SPITHEAD,TENERIFE,50.525000000000006,-1.115,29.375,-16.3,16,"('SPITHEAD', 'TENERIFE')"
ADEN,BOMBAY,12.79,45.03,18.93,72.85,15,"('ADEN', 'BOMBAY')"
PORTO PRAYA,PORTSMOUTH,14.92,-23.52,50.2,-1.58,15,"('PORTO PRAYA', 'PORTSMOUTH')"
ST LUCIA,NEW YORK,13.9,-61.0,40.75,-73.97,15,"('NEW YORK', 'ST LUCIA')"
GIBRALTAR,CADIZ,36.19,-5.21,36.53,-6.3,15,"('CADIZ', 'GIBRALTAR')"
GIBRALTAR,TEXEL,36.19,-5.21,52.615,4.175000000000001,15,"('GIBRALTAR', 'TEXEL')"
PUERTO DE BRESTE,LA CORUÑA,48.4,-4.5,43.36,-8.36,15,"('LA CORUÑA', 'PUERTO DE BRESTE')"
BRAAMSPUNT,ST EUSTATIUS,6.21,-55.11,17.5,-62.97,15,"('BRAAMSPUNT', 'ST EUSTATIUS')"
NIEUWEDIEP,BRISTOL,52.155,3.27,51.45,-2.58,15,"('BRISTOL', 'NIEUWEDIEP')"
LANGLE,CASTRIES,47.88,141.9,51.45,140.85,15,"('CASTRIES', 'LANGLE')"
MADEIRA,PORTO PRAYA,32.95,-15.88,14.92,-23.52,15,"('MADEIRA', 'PORTO PRAYA')"
CÁDIZ,GIBRALTAR,36.525000000000006,-6.41,36.19,-5.21,15,"('CÁDIZ', 'GIBRALTAR')"
MALACCA TOWN,MONOPIN HILL,2.17,102.24,-2.0,105.1,15,"('MALACCA TOWN', 'MONOPIN HILL')"
LISBON,PORTSMOUTH,38.68,-9.1,50.2,-1.58,15,"('LISBON', 'PORTSMOUTH')"
MADEIRA,DOMINICA,32.95,-15.88,15.42,-61.35,15,"('DOMINICA', 'MADEIRA')"
MALACCA,MACAO,2.17,102.24,22.17,113.54,15,"('MACAO', 'MALACCA')"
