from_port,to_port,from_lat,from_lon,to_lat,to_lon,count,route_key
PORTO RICO,ST EUSTATIUS,41.15,-8.61,17.5,-62.97,15,"('PORTO RICO', 'ST EUSTATIUS')"
STRAAT VAN BANKA,BATAVIA,-2.2,105.42,-6.1,106.86,15,"('BATAVIA', 'STRAAT VAN BANKA')"
UK,MADEIRA,51.5,-0.1,32.95,-15.88,14,"('MADEIRA', 'UK')"
BATAVIA,SOERABAJA,-6.1,106.86,-7.23,112.7,14,"('BATAVIA', 'SOERABAJA')"
MALAGA,HELLEVOETSLUIS,36.72,-4.42,51.81,4.08,14,"('HELLEVOETSLUIS', 'MALAGA')"
ST HELENA,BLACKWALL UK,-16.02,-5.08,51.5,-0.1,14,"('BLACKWALL UK', 'ST HELENA')"
AMBON,SOURABAIJA,-3.68,128.16,-7.23,112.7,14,"('AMBON', 'SOURABAIJA')"
ROTTERDAM,BORDEAUX,51.0,1.11,44.84,-0.58,14,"('BORDEAUX', 'ROTTERDAM')"
LERWICK,HELLEVOETSLUIS,60.15,-1.12,51.81,4.08,14,"('HELLEVOETSLUIS', 'LERWICK')"
TEXEL,FUNCHAL,52.615,4.175000000000001,32.63,-16.88,14,"('FUNCHAL', 'TEXEL')"
RIO DE JANEIRO,MONTEVIDEO,-22.9,-43.16,-34.89,-56.21,14,"('MONTEVIDEO', 'RIO DE JANEIRO')"
LA GUAYRA,CURACAO,10.78,-67.14,12.21,-68.34,14,"('CURACAO', 'LA GUAYRA')"
BOMBAY,CANTON,18.93,72.85,19.98,113.85,14,"('BOMBAY', 'CANTON')"
SAMARANG,BATAVIA,-6.65,110.32,-6.1,106.86,14,"('BATAVIA', 'SAMARANG')"
GIBRALTAR,ALGIERS,36.19,-5.21,36.75,3.04,13,"('ALGIERS', 'GIBRALTAR')"
ST MAARTEN,PARAMARIBO,17.715,-62.52,5.83,-55.15,13,"('PARAMARIBO', 'ST MAARTEN')"
FORT AMSTERDAM,ST EUSTATIUS,6.05,-54.73,17.5,-62.97,13,"('FORT AMSTERDAM', 'ST EUSTATIUS')"
FERROL,CÁDIZ,43.6,-8.65,36.525000000000006,-6.41,13,"('CÁDIZ', 'FERROL')"
GIBRALTAR,LISBON,36.19,-5.21,38.68,-9.1,13,"('GIBRALTAR', 'LISBON')"
ST THOMAS,CORK,17.96,-65.14500000000001,51.35,-8.815,13,"('CORK', 'ST THOMAS')"
JAMAICA,PLYMOUTH,18.1,-77.3,50.35,-4.16,13,"('JAMAICA', 'PLYMOUTH')"
NIEUWEDIEP,LISSABON,52.155,3.27,39.0,-9.65,13,"('LISSABON', 'NIEUWEDIEP')"
DOWNS,MADEIRA,51.2,1.4,32.95,-15.88,13,"('DOWNS', 'MADEIRA')"
ALLICANTEN,LISSABON,38.35,-0.48,39.0,-9.65,13,"('ALLICANTEN', 'LISSABON')"
CURACAO,GUADELOUPE,12.21,-68.34,16.25,-61.58,13,"('CURACAO', 'GUADELOUPE')"
PUNTO GALE,COASTAL TO COCHIN,6.02,80.22,9.93,76.26,13,"('COASTAL TO COCHIN', 'PUNTO GALE')"
YARMOUTH,MADEIRA,52.61,1.73,32.95,-15.88,12,"('MADEIRA', 'YARMOUTH')"
FALMOUTH,MADEIRA,50.15,-5.07,32.95,-15.88,12,"('FALMOUTH', 'MADEIRA')"
PORTSMOUTH,GIBRALTAR,50.2,-1.58,36.19,-5.21,12,"('GIBRALTAR', 'PORTSMOUTH')"
NEW YORK,LOUISBOURG,40.75,-73.97,46.22,-59.29,12,"('LOUISBOURG', 'NEW YORK')"
PORTSMOUTH,LISBON,50.2,-1.58,38.68,-9.1,12,"('LISBON', 'PORTSMOUTH')"
TIMOR,BANDA,-8.56,125.57,-4.585,129.81,12,"('BANDA', 'TIMOR')"
TIRIKUNAMALAYA,GALLE,8.57,81.22,6.0,80.2,12,"('GALLE', 'TIRIKUNAMALAYA')"
GOA ROAD,BOMBAY,15.47,73.77,18.93,72.85,12,"('BOMBAY', 'GOA ROAD')"
SANTA CRUZ,SENEGAL,28.45,-16.25,14.7,-17.45,12,"('SANTA CRUZ', 'SENEGAL')"
AMBON,SOERABAJA,-3.68,128.16,-7.23,112.7,12,"('AMBON', 'SOERABAJA')"
CADIZ,PORTSMOUTH,36.53,-6.3,50.2,-1.58,12,"('CADIZ', 'PORTSMOUTH')"
CORK,FUNCHAL,51.35,-8.815,32.63,-16.88,12,"('CORK', 'FUNCHAL')"
CURACAO,PUERTO CABELLO,12.21,-68.34,11.045,-67.97999999999999,12,"('CURACAO', 'PUERTO CABELLO')"
CURACAO,PORTO RICO,12.21,-68.34,41.15,-8.61,12,"('CURACAO', 'PORTO RICO')"
CADIZ,TENERIFE,36.53,-6.3,29.375,-16.3,12,"('CADIZ', 'TENERIFE')"
PLYMOUTH,FUNCHAL,50.35,-4.16,32.63,-16.88,12,"('FUNCHAL', 'PLYMOUTH')"
CURACAO,ST MARTIN,12.21,-68.34,17.725,-59.355,11,"('CURACAO', 'ST MARTIN')"
VALPARAISO,CALLAO,-33.08,-71.67,-12.08,-77.93,11,"('CALLAO', 'VALPARAISO')"
MADEIRA,ST JOHNS ANTIGUA,32.95,-15.88,17.12,-61.85,11,"('MADEIRA', 'ST JOHNS ANTIGUA')"
CURAÇAO,ST MARTIN,12.34,-68.5,17.725,-59.355,11,"('CURAÇAO', 'ST MARTIN')"
RIVIER KOMMEWIJNE,CURACAO,6.15,-55.06,12.21,-68.34,11,"('CURACAO', 'RIVIER KOMMEWIJNE')"
LISSABON,MADEIRA,39.0,-9.65,32.95,-15.88,11,"('LISSABON', 'MADEIRA')"
ST HELENA,FALMOUTH,-16.02,-5.08,50.15,-5.07,11,"('FALMOUTH', 'ST HELENA')"
TEXEL,PLYMOUTH,52.615,4.175000000000001,50.35,-4.16,11,"('PLYMOUTH', 'TEXEL')"
COCHIN,BOMBAY,9.96,76.25,18.93,72.85,11,"('BOMBAY', 'COCHIN')"
TONGATABOU,NOUVELLE CALEDONIE,-21.085,-175.06,-20.25,164.61,11,"('NOUVELLE CALEDONIE', 'TONGATABOU')"
BASSE TERRE,CHATHAM,16.23,-61.53,51.38,0.52,11,"('BASSE TERRE', 'CHATHAM')"
ST JOHNS ANTIGUA,WOODMANS BAY DOMINICA,17.12,-61.85,15.42,-61.35,11,"('ST JOHNS ANTIGUA', 'WOODMANS BAY DOMINICA')"
MANILLA,PENANG,14.65,119.62,5.42,100.32,11,"('MANILLA', 'PENANG')"
NEW YORK,DOWNS,40.75,-73.97,51.2,1.4,11,"('DOWNS', 'NEW YORK')"
FERROL,CARTAGENA,43.6,-8.65,10.4,-75.5,11,"('CARTAGENA', 'FERROL')"
SURINAME,BARBADOS,6.095000000000001,-54.485,13.095,-58.93,11,"('BARBADOS', 'SURINAME')"
ST EUSTACIUS,LA GUAIJRA,17.5,-62.97,10.87,-67.03,10,"('LA GUAIJRA', 'ST EUSTACIUS')"
VALPARAISO,CHERILLOS,-33.08,-71.67,-12.55,-77.12,10,"('CHERILLOS', 'VALPARAISO')"
VERA CRUZ,HAVANNA,19.32,-96.22,23.27,-82.49,10,"('HAVANNA', 'VERA CRUZ')"
SAMARAS,BATAVIA,-6.65,110.45,-6.1,106.86,10,"('BATAVIA', 'SAMARAS')"
PARAMARIBO,ST MAARTEN,5.83,-55.15,17.715,-62.52,10,"('PARAMARIBO', 'ST MAARTEN')"
BATAVIA,CHERIBON,-6.1,106.86,-6.77,108.55,10,"('BATAVIA', 'CHERIBON')"
SIERRA LEONE,ST JAGO,8.684999999999999,-13.415,14.92,-23.52,10,"('SIERRA LEONE', 'ST JAGO')"
SMYRNA,MALTA,38.42,27.14,35.9,14.51,10,"('MALTA', 'SMYRNA')"
ST THOMAS,BELIZE,17.96,-65.14500000000001,17.240000000000002,-87.275,10,"('BELIZE', 'ST THOMAS')"
SUFTREN,LANGLE,47.87,139.7,47.88,141.9,10,"('LANGLE', 'SUFTREN')"
MARSEILLE,GIBRALTAR,43.3,5.37,36.19,-5.21,10,"('GIBRALTAR', 'MARSEILLE')"
PORTSMOUTH,FUNCHAL,50.2,-1.58,32.63,-16.88,10,"('FUNCHAL', 'PORTSMOUTH')"
BASSE TERRE,ANTIGUA,16.23,-61.53,17.12,-61.85,10,"('ANTIGUA', 'BASSE TERRE')"
ST EUSTACIUS,CURAÇAO,17.5,-62.97,12.34,-68.5,9,"('CURAÇAO', 'ST EUSTACIUS')"
BARCELONA,CADIZ,41.39,2.17,36.53,-6.3,9,"('BARCELONA', 'CADIZ')"
ST AUGUSTINES,JOHANNA,-23.4,43.66,-12.13,44.4,9,"('JOHANNA', 'ST AUGUSTINES')"
AMSTERDAM,ST GEORGE D'ELMINA,52.77,3.97,5.08,-1.34,9,"('AMSTERDAM', ""ST GEORGE D'ELMINA"")"
BATAVIA,SOURABAIJA,-6.1,106.86,-7.23,112.7,9,"('BATAVIA', 'SOURABAIJA')"
NIEUWEDIEP,LIVERPOOL,52.155,3.27,53.2,-4.63,9,"('LIVERPOOL', 'NIEUWEDIEP')"
VERACRUZ.,LA HABANA,19.2,-96.1,23.48,-80.91,9,"('LA HABANA', 'VERACRUZ.')"
MANGASEER ROAD,GOA ROAD,12.83,74.81,15.47,73.77,9,"('GOA ROAD', 'MANGASEER ROAD')"
MARSEILLE,ALLICANTEN,43.3,5.37,38.35,-0.48,9,"('ALLICANTEN', 'MARSEILLE')"
DIEGO GARCIA,PORT LOUIS,-7.23,72.4,-20.17,57.5,9,"('DIEGO GARCIA', 'PORT LOUIS')"
CANARIA,PORTE PRAIJO,28.465,-15.35,14.85,-23.55,9,"('CANARIA', 'PORTE PRAIJO')"
SURGIDERO DE SAN ROQUE,NOKA,53.45,-131.21,49.67,-127.21,9,"('NOKA', 'SURGIDERO DE SAN ROQUE')"
ST HELENA,TRINIDADA,-16.02,-5.08,10.5,-61.25,9,"('ST HELENA', 'TRINIDADA')"
CAPE ST VINCENT,LISBON,13.15,-61.2,38.68,-9.1,9,"('CAPE ST VINCENT', 'LISBON')"
SENEGAL,GOREE,14.7,-17.45,14.67,-17.4,9,"('GOREE', 'SENEGAL')"
PORTO CABELLO,ST EUSTACIUS,10.61,-68.07,17.5,-62.97,9,"('PORTO CABELLO', 'ST EUSTACIUS')"
ST JAGO,GOREE,14.92,-23.52,14.67,-17.4,9,"('GOREE', 'ST JAGO')"
ARIKA,GUAYAQUIL,-18.48,-70.33,-3.32,-80.55,9,"('ARIKA', 'GUAYAQUIL')"
LOUISBOURG,SPITHEAD,46.22,-59.29,50.525000000000006,-1.115,8,"('LOUISBOURG', 'SPITHEAD')"
RIO DE JANEIRO,MALDONADO,-22.9,-43.16,-34.92,-54.96,8,"('MALDONADO', 'RIO DE JANEIRO')"
GUADELOUPE,CURACAO,16.25,-61.58,12.21,-68.34,8,"('CURACAO', 'GUADELOUPE')"
GIBRALTAR,CAPE ST VINCENT,36.19,-5.21,13.15,-61.2,8,"('CAPE ST VINCENT', 'GIBRALTAR')"
MADEIRA,ST JAGO,32.95,-15.88,14.92,-23.52,8,"('MADEIRA', 'ST JAGO')"
CURACAO,TRUXILLO,12.21,-68.34,16.11,-86.015,8,"('CURACAO', 'TRUXILLO')"
GUADELOUPE,CAP FRANCAIS,16.25,-61.58,19.75,-72.2,8,"('CAP FRANCAIS', 'GUADELOUPE')"
AMBON,TERNATTEN,-3.68,128.16,0.76,127.38,8,"('AMBON', 'TERNATTEN')"
CURACAO,AGUADILLA,12.21,-68.34,18.77,-67.6,8,"('AGUADILLA', 'CURACAO')"
SINGAPORE,BATAVIA,1.35,103.82,-6.1,106.86,8,"('BATAVIA', 'SINGAPORE')"
BENGALEN,BATAVIA,22.5,88.3,-6.1,106.86,8,"('BATAVIA', 'BENGALEN')"
NEDERLAND,BILBAO,52.0,5.0,43.26,-2.93,8,"('BILBAO', 'NEDERLAND')"
SOERABAJA,BATAVIA,-7.23,112.7,-6.1,106.86,8,"('BATAVIA', 'SOERABAJA')"
RIO DE LA PLATA,RIO DE JANEIRO,-35.0,-54.78,-22.9,-43.16,8,"('RIO DE JANEIRO', 'RIO DE LA PLATA')"
NIEUWEDIEP,ST CRUZ,52.155,3.27,28.55,-16.165,8,"('NIEUWEDIEP', 'ST CRUZ')"
FALMOUTH,CADIZ,50.15,-5.07,36.53,-6.3,8,"('CADIZ', 'FALMOUTH')"
BONAIRE,LA GUAYRA,12.16,-68.355,10.78,-67.14,8,"('BONAIRE', 'LA GUAYRA')"
WAYGIOU,BONROU,0.09,130.99,-3.115,127.46,8,"('BONROU', 'WAYGIOU')"
SAN BLAS,ACAPULCO,21.9,-106.96,16.85,-99.9,8,"('ACAPULCO', 'SAN BLAS')"
MALTA,SMYRNA,35.9,14.51,38.42,27.14,8,"('MALTA', 'SMYRNA')"
FRUXILLO,VERA CRUZ,16.25,-86.07499999999999,19.32,-96.22,8,"('FRUXILLO', 'VERA CRUZ')"
ST THOMAS,CURACAO,17.96,-65.14500000000001,12.21,-68.34,8,"('CURACAO', 'ST THOMAS')"
CANTON,JAVA,19.98,113.85,-7.5,110.0,8,"('CANTON', 'JAVA')"
CEYLON,TRINCOMALEE,6.85,82.1,8.57,81.22,7,"('CEYLON', 'TRINCOMALEE')"
TRINCOMALEE,PUNTO GALE,8.57,81.22,6.02,80.22,7,"('PUNTO GALE', 'TRINCOMALEE')"
LA CORUÑA,CÁDIZ,43.36,-8.36,36.525000000000006,-6.41,7,"('CÁDIZ', 'LA CORUÑA')"
MANILA,CANTON,14.15,120.5,19.98,113.85,7,"('CANTON', 'MANILA')"
OEJONG SANKA,BATAVIA,-6.72,112.39,-6.1,106.86,7,"('BATAVIA', 'OEJONG SANKA')"
AMSTERDAM,TEXEL,52.77,3.97,52.615,4.175000000000001,7,"('AMSTERDAM', 'TEXEL')"
ST MAARTEN,CURAÇAO,17.715,-62.52,12.34,-68.5,7,"('CURAÇAO', 'ST MAARTEN')"
BATAVIA ROAD,CHEREBON ROAD,-6.05,106.85,-6.7,108.6,7,"('BATAVIA ROAD', 'CHEREBON ROAD')"
CURACAO,FRUXILLO,12.21,-68.34,16.25,-86.07499999999999,7,"('CURACAO', 'FRUXILLO')"
NEVIS,GALLIONS REACH (UK),17.15,-62.58,51.5,-0.1,7,"('GALLIONS REACH (UK)', 'NEVIS')"
MADEIRA,GOREE,32.95,-15.88,14.67,-17.4,7,"('GOREE', 'MADEIRA')"
ASCENSION,PLYMOUTH,-7.95,-14.37,50.35,-4.16,7,"('ASCENSION', 'PLYMOUTH')"
MONTEVIDEO,BUENOS AIRES,-34.89,-56.21,-34.63,-58.33,7,"('BUENOS AIRES', 'MONTEVIDEO')"
AMBOINA,TERNATE,-3.68,128.3,0.79,127.38,7,"('AMBOINA', 'TERNATE')"
DEMERARIJ,PARAMARIBO,6.98,-58.18,5.83,-55.15,7,"('DEMERARIJ', 'PARAMARIBO')"
FORT ROYAL,CAP,14.59,-61.07,19.74,-72.19,7,"('CAP', 'FORT ROYAL')"
LEGHORN,TOWARDS GENOA,43.55,10.32,44.41,8.93,7,"('LEGHORN', 'TOWARDS GENOA')"
FERROL,CADIZ,43.6,-8.65,36.53,-6.3,7,"('CADIZ', 'FERROL')"
CAYENNE,CURACAO,4.845000000000001,-52.175,12.21,-68.34,7,"('CAYENNE', 'CURACAO')"
BROUWERSHAVEN,HARTLEPOOL,51.75,3.9,54.38,0.4,7,"('BROUWERSHAVEN', 'HARTLEPOOL')"
GUADELOUPE,CAP,16.25,-61.58,19.74,-72.19,7,"('CAP', 'GUADELOUPE')"
ST THOMAS,ASCENSION,17.96,-65.14500000000001,-7.95,-14.37,7,"('ASCENSION', 'ST THOMAS')"
ST EUSTACIUS,BONAIRE,17.5,-62.97,12.16,-68.355,6,"('BONAIRE', 'ST EUSTACIUS')"
ST MAARTEN,CURACAO,17.715,-62.52,12.21,-68.34,6,"('CURACAO', 'ST MAARTEN')"
ST EUSTATIUS,BONAIRE,17.5,-62.97,12.16,-68.355,6,"('BONAIRE', 'ST EUSTATIUS')"
PUERTO CABELLO,LA GUAYRA,11.045,-67.97999999999999,10.78,-67.14,6,"('LA GUAYRA', 'PUERTO CABELLO')"
PUERTO CABELLO,LA GUAIJRA,11.045,-67.97999999999999,10.87,-67.03,6,"('LA GUAIJRA', 'PUERTO CABELLO')"
BUENOS AIRES,MONTEVIDEO,-34.63,-58.33,-34.89,-56.21,6,"('BUENOS AIRES', 'MONTEVIDEO')"
BAYONNE,BORDEAUX,43.49,-1.47,44.84,-0.58,6,"('BAYONNE', 'BORDEAUX')"
FERROL HARBOUR,SPITHEAD,43.48,-8.24,50.525000000000006,-1.115,6,"('FERROL HARBOUR', 'SPITHEAD')"
TERNAL,SUFTREN,45.22,137.48,47.87,139.7,6,"('SUFTREN', 'TERNAL')"
CARTAGENA,PALMA DE MALLORCA Y BARCELONA,10.4,-75.5,41.39,2.17,6,"('CARTAGENA', 'PALMA DE MALLORCA Y BARCELONA')"
TAFELBAAI,SIMONSBAAI,-34.225,18.175,-34.53,18.6,6,"('SIMONSBAAI', 'TAFELBAAI')"
RIVER TAGUS (LISBON),PORTSMOUTH,38.72,-9.14,50.2,-1.58,6,"('PORTSMOUTH', 'RIVER TAGUS (LISBON)')"
CURACAO,ST DOMINGO,12.21,-68.34,18.4,-69.67,6,"('CURACAO', 'ST DOMINGO')"
CURACAO,ST THOMAS,12.21,-68.34,17.96,-65.14500000000001,6,"('CURACAO', 'ST THOMAS')"
VLISSINGEN,GUYANA,51.45,3.58,5.83,-51.31,6,"('GUYANA', 'VLISSINGEN')"
BOMBAY,CARNAR,18.93,72.85,14.82,74.1,6,"('BOMBAY', 'CARNAR')"
SOERABAYA,PANGOOL,-7.23,112.7,-9.33,113.68,5,"('PANGOOL', 'SOERABAYA')"
ST MARTIN,CURACAO,17.725,-59.355,12.21,-68.34,5,"('CURACAO', 'ST MARTIN')"
ALICANTE,ALICANTE?,38.17,-0.53,38.35,-0.48,5,"('ALICANTE', 'ALICANTE?')"
CURACAO,BAAI JACOMEL,12.21,-68.34,18.2,-72.53,5,"('BAAI JACOMEL', 'CURACAO')"
CURAÇAO,PUERTO CABELLO,12.34,-68.5,11.045,-67.97999999999999,5,"('CURAÇAO', 'PUERTO CABELLO')"
CURAÇAO,PORTO CABELLO,12.34,-68.5,10.61,-68.07,5,"('CURAÇAO', 'PORTO CABELLO')"
GUADELOUPE,BARBADOS,16.25,-61.58,13.095,-58.93,5,"('BARBADOS', 'GUADELOUPE')"
SPITHEAD,CORK,50.525000000000006,-1.115,51.35,-8.815,5,"('CORK', 'SPITHEAD')"
CÁDIZ,CARTAGENA,36.525000000000006,-6.41,10.4,-75.5,5,"('CARTAGENA', 'CÁDIZ')"
SOURABAIJA,SAMARANG,-7.23,112.7,-6.65,110.32,5,"('SAMARANG', 'SOURABAIJA')"
SOURABAIJA,BATAVIA,-7.23,112.7,-6.1,106.86,5,"('BATAVIA', 'SOURABAIJA')"
BARBADOS,MONTSERRAT,13.095,-58.93,16.75,-62.2,4,"('BARBADOS', 'MONTSERRAT')"
BAAI JACOMEL,JAMAICA,18.2,-72.53,18.1,-77.3,4,"('BAAI JACOMEL', 'JAMAICA')"
PUERTO CABELLO,CARACAS,11.045,-67.97999999999999,10.67,-67.02,4,"('CARACAS', 'PUERTO CABELLO')"
CURACAO,BONAIRE,12.21,-68.34,12.16,-68.355,4,"('BONAIRE', 'CURACAO')"
ST MARTIN,CURAÇAO,17.725,-59.355,12.34,-68.5,4,"('CURAÇAO', 'ST MARTIN')"
PORTSMOUTH,NEW YORK,50.2,-1.58,40.75,-73.97,4,"('NEW YORK', 'PORTSMOUTH')"
MEW BAY-JAVA,BOMBAY,-7.5,110.0,18.93,72.85,4,"('BOMBAY', 'MEW BAY-JAVA')"
BATAVIA,MAKASSAR,-6.1,106.86,-5.65,118.2,4,"('BATAVIA', 'MAKASSAR')"
GUADELOUPE,MARTINIQUE,16.25,-61.58,15.65,-61.745000000000005,3,"('GUADELOUPE', 'MARTINIQUE')"
CURAÇAO,BOCA CHICA,12.34,-68.5,10.63,-75.85,3,"('BOCA CHICA', 'CURAÇAO')"
CHERIBON,OEJONG SANKA,-6.77,108.55,-6.72,112.39,3,"('CHERIBON', 'OEJONG SANKA')"
SPITHEAD,PLYMOUTH,50.525000000000006,-1.115,50.35,-4.16,3,"('PLYMOUTH', 'SPITHEAD')"
CURAÇAO,PORTO CAVALLO,12.34,-68.5,41.15,-8.61,3,"('CURAÇAO', 'PORTO CAVALLO')"
NIEUWEDIEP,MAREGAT,52.155,3.27,51.72,2.92,3,"('MAREGAT', 'NIEUWEDIEP')"
SOERABAIJA,SAMARANG,-7.23,112.7,-6.65,110.32,3,"('SAMARANG', 'SOERABAIJA')"
BREST,ROCHEFORT,48.34,-5.385,46.515,-1.97,3,"('BREST', 'ROCHEFORT')"
RIO DE JANEIRO,VALPARAISA (CHILE),-22.9,-43.16,-1.46,-48.5,3,"('RIO DE JANEIRO', 'VALPARAISA (CHILE)')"
MARTINIQUE,CURACAO,15.65,-61.745000000000005,12.21,-68.34,3,"('CURACAO', 'MARTINIQUE')"
FORT BANJOEWANGIE,OEJONG SANKA,-8.2,114.35,-6.72,112.39,3,"('FORT BANJOEWANGIE', 'OEJONG SANKA')"
ANTIGUA,CURAÇAO,17.12,-61.85,12.34,-68.5,3,"('ANTIGUA', 'CURAÇAO')"
PARAMARIBO,DEMERARIJ,5.83,-55.15,6.98,-58.18,3,"('DEMERARIJ', 'PARAMARIBO')"
TOULON,MARSEILLE,43.12,5.93,43.3,5.37,3,"('MARSEILLE', 'TOULON')"
BANDA,AMBOINA,-4.585,129.81,-3.68,128.3,2,"('AMBOINA', 'BANDA')"
PORTO CABELLO,CURACAO,10.61,-68.07,12.21,-68.34,2,"('CURACAO', 'PORTO CABELLO')"
LA GUAYRA,PORTO CABELLO,10.78,-67.14,10.61,-68.07,2,"('LA GUAYRA', 'PORTO CABELLO')"
BANDA,AMBON,-4.585,129.81,-3.68,128.16,2,"('AMBON', 'BANDA')"
PLYMOUTH,NIEUWENDIEP,50.35,-4.16,52.28,3.28,2,"('NIEUWENDIEP', 'PLYMOUTH')"
ST EUSTATIUS,ST MARTIN,17.5,-62.97,17.725,-59.355,2,"('ST EUSTATIUS', 'ST MARTIN')"
CARACAS,PUERTO CABELLO,10.67,-67.02,11.045,-67.97999999999999,2,"('CARACAS', 'PUERTO CABELLO')"
LA GUAIJRA,CURAÇAO,10.87,-67.03,12.34,-68.5,2,"('CURAÇAO', 'LA GUAIJRA')"
PUNTE GALE,COLOMBO,6.02,80.22,6.91,79.86,1,"('COLOMBO', 'PUNTE GALE')"
MIDDELBURG,RAMMEKENS,51.5,3.6,51.45,3.65,1,"('MIDDELBURG', 'RAMMEKENS')"
PUERTO CABELLO,BONAIRE,11.045,-67.97999999999999,12.16,-68.355,1,"('BONAIRE', 'PUERTO CABELLO')"
COLOMBO,COCHIN,6.91,79.86,9.96,76.25,1,"('COCHIN', 'COLOMBO')"
NORFOLK SOUND,PORT BANKS,56.93,-135.65,56.54,-135.05,1,"('NORFOLK SOUND', 'PORT BANKS')"
PORT EGMONT,BRETTS HARBOUR,-51.7,-57.85,-51.33,-60.2,1,"('BRETTS HARBOUR', 'PORT EGMONT')"
ST MAARTEN,ST THOMAS,17.715,-62.52,17.96,-65.14500000000001,1,"('ST MAARTEN', 'ST THOMAS')"
MARTINIQUE,GUADELOUPE,15.65,-61.745000000000005,16.25,-61.58,1,"('GUADELOUPE', 'MARTINIQUE')"
BONAIRE,CURACAO,12.16,-68.355,12.21,-68.34,1,"('BONAIRE', 'CURACAO')"
ST EUSTATIUS,ST MAARTEN,17.5,-62.97,17.715,-62.52,1,"('ST EUSTATIUS', 'ST MAARTEN')"
BRETTS HARBOUR,PORT EGMONT,-51.33,-60.2,-51.7,-57.85,1,"('BRETTS HARBOUR', 'PORT EGMONT')"
